X.1,X.2
-0.00732604009207316,-0.00553634632115996
-0.0438392051244207,-0.0726677030545653
-0.00256410396893791,0.0066939632627987
0.0140218995903192,0.0363941184577254
0.00630916919326463,0.0267999114135438
-0.0152094186635288,-0.0419244345054213
0.0126905256440448,0.00578872817624498
0.00503145715536713,0.00647251450561726
0.0174133753251975,0.0441712183131378
0.0085942824873344,-0.00343524899832071
-0.0110634195442554,-0.0229735129749766
-0.0199756954236436,0
-0.0126905256440448,-0.0028208763416413
0.0126905256440448,-0.0149415799981991
0.00878850603307901,0.0177624563398404
-0.0189280098855189,-0.0148991759298251
-0.027115928615888,-0.0341727180625719
0.00652318033912369,-0.00667906007967156
-0.00652318033912369,-0.0256424306133378
0.00261438057407126,-0.00306044615310608
0.0129703504426271,0.0159638509890141
-0.0434564754654594,-0.0384367068410727
0.0120402792320804,0.00936044275956371
-0.024227295335324,-0.0299470763679519
-0.0388937911212737,-0.0202027073175195
-0.012829826732718,-0.0214529679513134
0.0254971319334838,0.00416147084125207
0.0330153782541942,0.0172914971100613
-0.00542742173536537,0.0137821395145967
0,0
-0.0459370951870255,-0.0277568839986642
-0.0259754864032606,-0.015012792389185
0.0330727482740223,0.0281708769666964
0,0.0170113458265364
-0.00709726187076165,0
0.033616610798985,0.010387628361578
0.00686344492498248,-0.00318471606752002
-0.0193376191501582,-0.0136493488003779
-0.0140451747030477,0
0.0196084713883764,0.00322841281211916
-0.0196084713883764,0.0104209359882588
0.00704724551540314,0.0166077363996608
0.0194721034128202,0
0.0217992283425843,0.0301297414520292
0.0133870807824592,0.0255460924276965
-0.0269558099885281,0
-0.0123712918025467,-0.00297177038915741
-0.0139278017444688,-0.0195348060206424
0.02081962778239,0.0225065764097998
-0.0264455216645585,-0.0126914730771408
-0.00707717037408506,-0.0136159440923151
-0.0215370851443839,-0.02311350968716
-0.0131484728435061,0.0100815122965838
0.03468555798789,0.0363676441708747
0.0127030642562536,0.00962613875177398
-0.0127030642562536,-0.0163450890005192
0.052570887009338,0.0192884318171163
0.00671594196543701,-0.00663474604855674
0.0251169846077741,0.0161412161793852
-0.0304861250228323,-0.0095064701308285
0.0199873409246125,0.0346605092472143
-0.00661815784247821,-0.0186251802339221
0.0131928034845634,0.00288808865007351
0.0560656369854917,0.0374999722552145
-0.0187622764555226,-0.0182205461135281
0.0187622764555226,0.011950933099933
-0.0250954198525455,-0.0283505876330081
0.00633314339702284,-0.0254837234231022
-0.0178348676360343,-0.00665929208997662
0,-0.00297397988712644
0.00512821636691951,0.00963327197710306
0.0063735078720919,0.00368053415112524
0.0126264303728121,0.0253912806708518
0.0124689894797334,0.0128115631342003
0.020846861639523,0
0.0168475705726117,-0.0128115631342003
-0.022934016629014,-0.00358809139887484
-0.0122851667945776,0.0163996545330751
-0.0124379712922171,-0.0228908421289029
-0.0253498998955264,-0.0226866663674166
0.0127552749751261,0.0226866663674166
0.00631714040126141,-0.0131101659242079
-0.00631714040126141,0
0.0188329483330918,0
0.0245712607305055,0.0416427719597787
-0.00608644605640229,-0.00918409846450574
0.0169495583137733,-0.0128573199752373
-0.00843886864586452,0.0128573199752373
-0.0183267194055654,0
0.0183267194055654,0.027993430422002
0.0179968864519697,0.0061919702479214
0,-0.0061919702479214
0.0176787161687941,0.0279024566188224
0.0287872497944375,0.0120081496283966
0,-0.0275647704249193
0.0168827870387509,0.012195273093818
0.0220759516992,0.0298529631496813
-0.0220759516992,-0.00853303503794889
0,-0.0119364812459346
-0.0112234623698493,-0.0120806838347991
-0.0286224461773505,0.0120806838347991
0.0172715865086608,-0.0154624929421798
0,0.00607904607638199
-0.0057241140838884,-0.00269723696900126
0.00229357898709948,0.00873955142496419
0,-0.0148350664039412
0.0113896447643578,0.012154099650683
-0.0113896447643578,0
-0.00574384117925231,-0.00268817366180008
0.0114548789747664,0.00268817366180008
0.022523474667083,0.0153183148488512
0.0055524851147859,0.0241604961249364
0.0549411180313011,0.0229601922815008
0,0
0.0052274034351516,0.00878850603307946
0.0103735370073279,-0.00312989300892763
0.0214403312378697,0.02599156215219
-0.0101523714640179,0.0109357104400285
-0.0112879597738518,-0.00849519672107268
-0.00829020292047344,-0.00244051371895582
-0.0157318399184141,-0.00244648440066975
0,0.0139862419747399
0.0105153439995229,0.016172859245601
